"SKU","STORE","COST","RETAIL"
1751565,209,18.75,7.99
8077347,103,14.34,9.75
8158772,907,26.10,32.00
9537695,3307,88.00,56.25
6568976,203,10.50,9.99
7843737,7107,37.46,40.71
6867310,502,29.31,31.86
1487102,2007,52.00,64.32
3479394,2707,10.75,12.50
3704419,107,29.33,17.25
9208508,2009,16.28,29.48
8569853,302,19.00,32.83
1540427,1402,8.01,8.71
5699464,3007,36.00,19.75
3164094,2004,15.35,16.69
9684048,204,37.96,41.26
5609454,1204,34.97,38.01
5260548,3509,5.00,19.00
7900080,1607,38.00,95.00
1987928,707,14.02,9.50
9354861,407,21.60,14.50
3521585,203,18.14,19.72
1523726,809,5.25,2.99
9414018,307,34.50,18.03
8541753,3003,10.91,11.86
2708477,707,66.02,71.76
1732050,202,1.78,5.00
8730358,302,14.00,8.75
4157691,103,28.00,58.00
2573462,8102,22.99,24.99
9218439,2702,20.00,22.00
5253574,203,32.50,16.25
4879382,107,13.50,16.00
1592610,509,8.85,4.62
8236445,302,34.75,34.75
7589205,909,26.00,14.99
8067559,3009,18.90,22.00
4451600,704,14.86,16.16
4102694,709,12.17,13.22
1820653,409,10.75,49.00
1646200,1607,20.00,30.00
2628194,304,29.60,25.84
4369237,107,33.97,20.00
3418096,4109,62.25,42.00
2118049,203,95.27,103.55
2416383,3902,12.67,13.78
8638003,304,27.61,30.01
6944045,107,16.36,10.00
7836029,103,52.00,27.50
4622566,203,27.09,19.75
4318665,1702,20.00,26.00
1943127,1007,2.40,3.00
5778544,2007,23.15,25.16
423622,209,29.75,14.87
5106018,203,10.50,24.99
8986440,2409,37.50,36.41
7759233,309,8.90,6.00
1937560,1203,14.30,8.00
1129550,2707,11.25,25.00
8949551,5704,13.50,36.00
2922103,509,28.50,78.00
6520892,209,6.90,24.00
4748058,502,29.00,74.00
8409022,709,20.00,28.00
5246131,503,16.00,11.60
8380718,1502,59.50,139.00
8031812,7602,2.68,2.92
3594160,102,32.00,29.99
3099105,2707,13.18,38.00
7578744,409,8.80,14.00
3219968,6904,6.50,18.00
2097392,103,10.40,13.00
287669,209,15.75,21.00
5867616,1203,32.89,35.75
9947777,202,31.16,39.00
7108506,2303,36.00,19.75
698281,402,13.50,19.00
7930199,502,45.08,49.00
6117927,303,59.80,65.00
6402109,202,17.63,11.87
579967,604,10.50,29.00
8678583,2409,12.38,13.75
7080202,102,22.00,55.00
2662269,302,10.98,11.94
6652420,209,16.24,7.39
9297519,209,47.00,99.00
4809295,3704,22.53,24.49
1936153,2607,212.00,107.00
9587268,503,15.54,8.50
93028,103,17.78,20.00
332205,107,14.45,15.70
1891148,802,7.50,25.00
1896715,807,20.00,13.75
5647689,2203,328.00,447.50
2898428,509,62.50,31.25
1463366,209,24.30,23.00
1688391,2309,56.00,112.00
2788699,2203,31.98,52.26
8666980,1203,55.00,49.99
970860,8507,10.59,6.99
5006016,203,20.75,37.35
5258283,204,12.17,13.22
1448152,903,40.50,66.75
7458430,304,15.33,27.37
5221394,203,16.21,17.61
8899528,402,7.00,4.75
9248434,307,10.75,6.25
3427699,403,9.00,3.74
6091110,1407,10.82,13.26
516730,807,25.93,17.25
2838209,4309,13.00,14.00
2173799,202,39.75,19.88
606740,402,32.90,35.76
4079099,409,9.00,9.99
924324,204,27.28,29.65
5029771,603,5.00,10.00
9084646,3209,39.00,40.00
1903769,707,48.75,24.37
887904,1403,36.00,39.50
9568567,1202,4.50,7.49
9068414,202,44.75,44.75
1458817,2509,5.00,7.49
6284813,309,31.50,25.68
4740022,3407,11.90,36.00
6585,407,19.42,21.11
5069209,204,9.00,11.00
6397091,407,17.94,11.00
5088459,502,26.50,59.00
1163032,903,6.31,6.85
3973999,409,14.00,9.75
2696689,503,1.58,0.93
2556107,1904,108.00,70.75
3153713,202,22.08,14.00
6039600,304,45.08,49.00
6829971,603,34.20,58.50
554761,202,14.03,10.50
2029261,3402,34.37,39.99
6689654,304,17.18,18.67
4559064,3102,56.42,61.33
4353289,204,9.31,20.00
3728786,7507,17.00,42.00
1156996,4502,18.00,1.99
8500723,7907,3.45,1.75
5681171,302,28.66,31.16
4688043,507,6.00,4.40
3849180,1009,13.65,24.37
1037744,1107,33.57,36.49
5598808,8803,13.50,22.50
208404,2102,41.05,44.62
2467708,203,16.50,21.00
947734,402,29.75,29.75
3108443,6009,39.00,44.50
416259,504,35.41,38.49
2987111,102,37.25,39.25
3227226,202,3.84,5.00
2418747,509,10.40,13.00
4647667,8407,11.75,19.99
9436305,209,28.00,14.50
1228898,202,23.50,34.50
2147779,2203,15.75,9.50
1780092,407,5.40,39.50
1637899,203,16.76,18.22
6287097,403,12.50,8.50
83116,202,7.85,6.25
6267378,202,5.75,6.46
3236484,707,5.75,3.24
7936050,504,27.00,26.46
3569158,2104,22.50,75.00
829624,509,7.60,19.00
383530,809,34.75,17.37
218131,303,9.00,12.50
4631639,3307,9.25,8.00
1301473,204,20.50,18.75
8939843,9806,100.00,199.00
9786822,202,4.20,2.46
9317053,503,40.37,25.58
9127041,402,18.70,19.99
6898121,809,11.20,21.00
696689,202,3.40,2.00
328533,7107,32.20,35.00
8902485,509,5.53,6.01
5047818,407,12.50,8.50
4788188,202,21.94,23.85
6781418,2402,11.49,12.48
4410305,703,42.50,21.25
8456595,1703,61.78,67.16
2142885,204,14.75,14.75
553558,1407,225.00,495.00
3734761,202,20.95,22.77
5468157,204,10.25,12.00
8681824,2203,15.00,19.00
9706743,1004,35.72,19.50
2399436,2504,49.00,25.00
9730418,2104,35.00,74.45
267031,709,11.90,7.25
6666122,202,5.50,3.07
5656558,2109,40.45,23.50
318541,204,14.73,16.02
9330471,203,19.90,11.25
9822508,307,14.10,7.99
1247822,302,13.00,14.00
6237606,203,24.40,17.50
6139949,707,12.80,38.00
6908521,407,40.27,19.99
4899528,2402,26.00,59.00
6548950,8202,41.85,54.50
9436244,6204,5.00,3.75
456309,203,18.75,22.50
7433287,202,16.75,35.00
8847692,402,11.00,7.25
3559574,707,3.50,9.99
6697648,707,9.50,5.50
5866901,9806,18.50,39.00
3456085,7404,22.75,12.50
8548216,1004,35.24,58.96
8130100,404,16.50,35.00
7188013,1709,23.00,26.00
1166601,1202,36.22,39.37
3657904,209,10.34,11.23
781744,3609,7.49,8.14
2177837,402,32.00,39.50
6770223,3502,36.00,19.75
6246864,6104,11.60,26.10
9466832,809,34.80,29.50
99022,7507,50.00,105.00
7328860,203,26.40,22.00
8728644,2109,6.81,7.41
352351,704,9.07,6.25
1663532,709,21.33,23.19
8708456,3204,9.00,10.00
9366830,504,48.33,32.00
7999510,7402,25.25,59.00
1116029,204,31.73,17.04
6692958,102,11.30,8.00
2506086,404,8.19,9.00
3737453,303,26.00,14.75
4776667,303,13.50,8.50
6456942,202,3.44,2.03
7774159,409,19.95,11.25
4147535,204,8.80,14.99
1899365,1407,57.60,64.00
1134280,1509,40.60,29.50
9841167,1904,6.80,7.39
1599420,4703,13.72,42.00
389852,309,38.98,42.37
4008829,304,20.96,22.78
1377413,203,14.50,14.99
3246293,107,48.75,24.37
1918411,8607,15.50,24.50
2160606,7702,54.50,99.99
53018,202,9.50,21.38
9530088,304,16.92,38.25
2838699,2707,31.98,39.00
9273741,102,29.25,28.70
523725,103,14.40,5.99
2551968,1104,5.36,5.82
8328636,107,10.40,13.00
9830502,1909,11.40,28.50
490996,603,28.77,21.57
3367625,204,17.50,22.50
8800485,1402,15.00,11.25
5769122,302,18.00,22.00
5797426,202,32.50,32.50
6652990,7502,22.76,12.50
6569016,3802,29.79,32.38
2214869,1009,18.60,12.25
7600644,1709,10.60,26.50
8430922,5002,3.36,2.00
7068904,809,23.05,36.75
3177348,107,10.46,15.00
4449560,4004,54.66,59.42
8653602,504,39.75,19.87
9549073,809,20.80,29.00
329961,802,11.00,26.00
7801994,309,17.10,9.75
1700768,909,21.48,23.35
7677644,604,22.99,24.99
4220579,504,167.64,182.22
7133159,504,20.00,30.00
8629927,1107,18.00,9.75
4951793,1709,10.29,6.13
1479047,507,10.50,12.49
8280634,1002,11.00,29.00
2427639,2109,26.98,64.00
8567834,2102,39.89,43.36
7439691,303,14.20,29.00
1460266,704,15.00,27.00
514692,3502,10.80,6.25
3548135,802,30.23,19.75
686596,1403,78.40,50.00
6618467,4307,40.74,44.29
78794,309,49.75,27.50
3633047,403,17.25,22.19
9863252,304,9.26,10.07
6469769,1307,16.90,9.75
3318012,2604,19.68,17.00
4528049,307,42.07,50.00
214278,404,15.00,16.71
3312914,2207,11.50,14.00
420053,1709,41.40,45.00
2538775,404,8.18,14.99
9998736,1104,12.25,35.00
9407635,302,29.72,32.30
4660515,703,8.50,24.00
5552499,1004,2.45,1.44
6239177,3003,17.85,11.00
3436326,507,10.00,8.50
4426905,509,3.50,5.99
4759579,102,18.21,49.00
6376741,504,6.75,6.96
4590224,404,11.75,34.00
242582,1204,16.50,22.05
2930606,209,7.50,16.05
2271294,303,14.54,15.81
8949000,807,8.00,12.00
5059524,202,18.07,19.64
7226269,402,21.00,12.00
4778360,807,17.14,28.49
5836212,1509,50.44,54.83
5560615,307,92.00,100.00
627439,2109,26.92,29.26
5906503,2307,15.50,9.50
7578662,302,29.50,69.00
5929240,5102,78.20,85.00
4828932,307,9.50,12.00
9606905,1509,59.00,9.99
3786374,1702,24.99,16.75
482901,407,34.00,18.00
2007973,2309,25.56,27.78
8727666,402,23.40,40.00
5578927,203,21.05,49.50
148147,809,15.54,28.50
9647954,504,16.00,19.50
8347907,209,21.35,37.00
8677094,3003,11.07,14.50
1551418,507,5.36,5.83
8746916,403,10.00,7.25
8454149,203,16.76,18.22
1568588,507,45.47,49.43
3679194,3302,23.80,29.75
7891352,209,7.74,5.00
1979139,903,64.20,69.79
1976651,1704,47.50,48.75
1256041,604,6.00,4.75
229042,3002,11.20,7.00
6290361,1709,8.00,17.99
7531251,502,18.00,9.75
8004038,1103,7.88,4.75
9357675,9806,7.50,12.00
5288648,1502,17.93,27.50
1596831,402,68.06,42.00
6777300,404,9.30,10.11
944024,1909,17.79,19.34
271498,1904,17.48,19.00
859581,7107,40.00,89.00
3997186,902,11.79,19.00
9087645,4803,16.34,17.76
499541,8402,18.40,22.00
7070067,2204,17.50,39.00
6324232,202,15.25,10.48
1751565,304,18.75,7.99
8077347,107,14.34,26.13
8158772,1003,26.10,32.00
9537695,3507,88.00,56.63
6568976,402,10.50,13.40
7843737,7507,37.46,40.71
6867310,902,29.31,31.86
1487102,3307,52.00,89.66
3479394,3307,10.75,12.50
3704419,209,29.33,17.25
9208508,2203,16.28,29.99
8569853,709,19.00,36.75
1540427,1904,8.01,8.71
5699464,3307,36.00,19.75
3164094,2102,15.35,16.69
9684048,304,37.96,41.26
5609454,4004,34.97,38.01
5260548,4209,5.00,19.00
7900080,7407,38.00,95.00
1987928,909,14.02,9.50
9354861,709,21.60,14.50
3521585,204,18.14,19.72
1523726,1104,5.25,2.99
9414018,309,34.50,18.75
8541753,5103,10.91,11.86
2708477,1607,66.02,71.76
1732050,203,1.78,5.00
8730358,402,14.00,8.75
4157691,309,28.00,58.00
1746202,5903,21.60,12.50
9218439,3102,20.00,11.00
5253574,209,32.50,16.25
4879382,202,13.50,17.00
1592610,609,8.85,4.62
8236445,402,34.75,34.75
7589205,1009,26.00,14.99
8067559,8309,18.90,22.00
4451600,1104,14.86,16.16
4102694,1502,12.17,13.22
1820653,809,10.75,49.00
2836518,102,31.50,69.00
2628194,409,29.60,38.00
4369237,202,34.58,39.99
3418096,7507,62.25,42.00
2118049,302,95.27,103.55
2416383,4003,12.67,13.78
8638003,404,27.61,30.01
6944045,203,16.36,10.00
7836029,107,52.00,27.50
4622566,204,27.09,19.75
4318665,2402,20.00,26.00
1943127,2602,2.40,3.00
5778544,2607,23.15,25.16
423622,302,29.75,14.87
5106018,204,12.00,30.00
8986440,2707,37.50,36.41
7759233,404,8.90,4.99
1937560,4603,14.30,8.00
7804238,102,15.75,9.68
8949551,9204,13.50,36.00
2922103,703,28.50,78.00
6520892,303,6.90,19.00
4748058,707,29.00,46.12
8409022,1009,20.00,28.00
5246131,603,16.00,12.00
8380718,4802,59.50,139.00
9027958,203,10.57,11.49
3594160,107,32.00,17.74
3099105,4102,13.18,38.00
7578744,502,8.80,14.00
3219968,7204,6.50,18.00
2097392,107,10.40,13.00
287669,407,15.75,21.00
5867616,1403,32.89,35.75
9947777,209,22.80,39.00
7108506,3103,36.00,19.75
698281,1602,13.50,19.00
7930199,802,45.08,49.00
6117927,403,59.80,65.00
6402109,203,17.63,11.87
579967,704,10.50,29.00
8678583,2607,12.38,13.75
7080202,302,22.00,55.00
2662269,7102,10.98,11.94
6652420,309,16.24,7.39
9297519,304,47.00,99.00
4809295,4504,22.53,24.49
1936153,2707,212.00,107.00
9587268,509,15.54,8.50
93028,107,17.78,20.00
332205,203,14.45,15.70
1891148,1607,7.50,25.00
1896715,907,20.00,13.75
5647689,8402,328.00,447.50
2898428,2007,62.50,31.25
1463366,409,24.30,23.00
1688391,2904,56.00,112.00
2186464,504,26.10,28.37
8666980,1403,55.00,49.99
970860,8902,10.59,6.99
5006016,209,20.75,48.00
5258283,209,12.17,13.22
1448152,1003,40.50,22.25
7458430,307,15.33,18.25
5221394,303,16.21,17.61
8899528,502,7.00,4.75
9248434,404,12.75,14.99
3427699,503,9.00,3.74
6091110,1607,10.82,13.26
516730,1407,25.00,17.25
7200941,103,14.00,14.63
2173799,203,39.75,19.88
606740,502,32.90,35.76
4079099,704,9.00,16.08
924324,209,27.28,29.65
5029771,1904,5.00,10.00
9084646,3509,39.00,40.00
1903769,1007,48.75,24.37
887904,1607,36.00,49.99
9568567,2102,4.50,7.49
9068414,204,44.75,44.75
1458817,2609,5.00,7.49
6284813,407,31.50,25.68
4740022,4203,12.33,36.00
6585,503,19.42,21.11
5069209,209,9.00,11.00
6397091,507,17.94,11.00
5088459,802,26.50,59.00
1163032,1003,6.31,6.85
3973999,609,14.00,9.75
2696689,603,1.58,0.93
2556107,2007,108.00,70.75
3153713,203,22.08,14.00
6039600,407,45.08,49.00
6829971,7603,34.20,58.50
554761,203,14.37,10.56
2029261,4702,34.37,39.99
6689654,307,17.18,18.67
4559064,3502,56.42,61.33
4353289,209,9.31,20.00
1210586,703,40.00,24.75
1156996,4902,18.00,9.37
8500723,8507,3.45,1.75
5681171,409,28.66,31.16
4688043,704,6.00,4.40
3849180,1509,13.65,24.37
1037744,1509,33.57,36.49
5598808,9304,13.50,22.50
208404,3302,41.05,44.62
2467708,209,16.50,21.00
947734,2102,29.75,29.75
9209669,707,14.40,38.00
416259,603,35.41,38.49
2987111,309,37.25,19.62
3227226,203,3.84,5.00
2418747,1009,10.40,13.00
139724,9309,6.27,6.82
9436305,303,27.00,11.99
1228898,203,25.50,32.00
2147779,3003,15.75,9.50
1780092,509,5.40,39.50
1637899,209,16.76,18.22
6287097,603,12.50,8.50
83116,203,7.85,6.25
6267378,203,5.75,6.46
3236484,807,5.75,3.24
7936050,704,27.00,26.46
3569158,2402,22.50,75.00
829624,609,7.60,19.00
383530,1709,34.75,17.37
218131,403,9.00,6.25
4631639,3402,9.25,8.00
1301473,209,20.50,18.75
9437916,107,27.40,29.78
9786822,203,4.20,2.50
9317053,707,40.37,25.58
9127041,407,18.70,19.99
6898121,903,11.20,14.00
696689,203,3.40,2.00
7439588,7707,31.00,75.00
8902485,709,5.53,6.01
5047818,507,12.50,8.50
4788188,203,21.94,23.85
6781418,3502,11.49,12.48
4410305,802,42.50,21.25
8456595,2203,61.78,67.16
2142885,302,14.75,14.75
553558,3107,225.00,495.00
3734761,203,20.95,22.77
5468157,209,10.25,6.50
8681824,3003,15.00,19.00
9706743,1607,35.72,19.50
2399436,2804,49.00,25.00
9730418,2804,35.00,79.00
267031,809,11.90,7.25
6666122,203,5.50,3.00
5656558,2309,40.45,23.50
318541,209,14.73,16.02
9330471,209,19.90,11.25
9822508,309,14.10,7.99
1247822,402,13.00,14.00
6237606,209,24.40,35.00
6139949,902,12.80,38.00
6908521,502,40.28,22.50
4899528,2504,26.00,59.00
6548950,8902,41.85,73.03
9436244,6404,5.00,3.75
456309,302,18.75,11.25
7433287,203,16.75,35.00
8847692,502,11.00,7.25
3559574,807,3.50,9.99
6697648,807,9.50,5.50
6490262,107,8.00,9.99
3456085,7704,22.75,12.50
8548216,1104,35.24,58.96
8130100,504,16.50,35.00
7188013,2409,23.00,13.00
1166601,1509,36.22,39.37
3657904,2203,10.34,11.23
781744,3809,7.49,8.14
2177837,502,32.00,39.50
6770223,3802,36.00,19.75
6246864,6404,11.60,29.00
9466832,2409,34.80,28.87
99022,7907,50.00,105.00
7328860,503,26.40,22.00
8728644,2409,6.81,7.41
352351,802,9.07,6.25
1663532,809,21.33,23.19
8708456,7407,9.00,10.00
9366830,1004,48.33,32.00
7999510,7502,25.25,59.00
1116029,302,31.73,17.04
6692958,103,11.30,8.00
2506086,504,8.19,9.00
3737453,304,26.00,29.99
4776667,304,13.50,8.89
6456942,203,3.44,2.00
7774159,507,20.48,11.25
4147535,303,8.80,14.99
1899365,2707,57.60,64.00
1134280,1607,40.60,29.50
9841167,3004,6.80,7.39
1599420,5803,13.72,42.00
389852,407,38.98,42.37
4008829,504,20.96,22.78
1377413,204,14.50,9.99
3246293,203,48.75,24.37
1918411,9409,15.50,24.50
2160606,8302,54.50,99.99
53018,203,9.50,28.00
9530088,307,16.92,39.00
2838699,3807,31.98,39.00
9273741,103,29.25,28.70
523725,203,14.40,5.99
2551968,1509,5.36,5.82
8328636,203,10.40,13.00
9830502,2009,11.40,28.50
490996,703,25.50,17.00
3367625,209,17.50,22.50
8800485,1602,15.00,11.25
5769122,402,18.00,22.00
5797426,203,32.50,32.50
6652990,7902,22.76,12.50
6569016,4102,29.79,32.38
2214869,1403,18.60,11.34
7600644,4209,10.60,26.50
8430922,5004,3.36,2.00
7068904,1009,23.05,49.00
3177348,203,10.46,15.00
4449560,4404,54.66,59.42
8653602,707,39.75,19.87
9549073,1109,20.80,29.00
329961,907,11.00,24.00
7801994,509,17.10,9.75
1700768,1509,21.48,23.35
7677644,704,22.99,24.99
4220579,707,167.64,182.22
7133159,1607,20.00,30.00
8629927,1207,18.00,9.75
4951793,3009,10.29,6.13
1479047,707,10.50,12.49
8280634,2102,11.00,29.00
2427639,2909,26.98,64.00
8567834,3102,39.89,43.36
7439691,304,14.20,29.00
1460266,1304,15.00,27.00
514692,3802,10.80,6.25
3548135,1202,30.23,19.75
686596,1607,78.40,50.00
6618467,7007,40.74,44.29
78794,404,49.75,53.60
3633047,404,17.25,22.19
9863252,404,9.26,10.07
6469769,1607,16.94,10.01
3318012,2904,19.68,17.00
4528049,402,42.63,25.00
214278,504,15.00,16.71
3312914,2307,11.50,14.00
1084463,3009,22.75,50.00
2538775,504,8.18,14.99
9998736,1602,12.25,35.00
9407635,309,29.72,32.30
4660515,1403,8.50,24.00
5552499,1107,2.45,1.44
6239177,4003,17.85,11.00
3436326,707,10.00,8.50
4426905,609,3.50,2.50
4759579,107,18.21,49.00
6376741,704,6.75,6.96
4590224,409,11.75,34.00
242582,1804,16.50,22.05
2930606,304,7.50,16.05
2271294,603,14.54,15.81
8949000,1107,8.00,12.00
5059524,203,18.07,19.64
7226269,502,21.00,12.00
4778360,1107,17.25,27.00
5836212,1709,50.44,54.83
5560615,7907,92.00,100.00
627439,3409,26.92,29.26
5906503,2707,15.50,9.50
7578662,402,29.50,69.00
5929240,9204,78.20,85.00
4828932,407,9.50,12.00
9606905,1602,59.00,35.50
3786374,2409,24.99,16.75
482901,504,34.00,18.00
2007973,2609,25.56,27.78
8727666,502,23.40,20.00
5578927,204,21.05,49.50
148147,1509,15.54,28.50
9647954,604,16.00,19.50
8347907,304,21.35,37.00
8677094,5103,11.07,12.41
1551418,509,5.36,5.83
8746916,503,10.00,7.25
8454149,304,16.76,18.22
1568588,807,45.47,49.43
3679194,6402,23.80,29.75
7891352,302,7.74,5.00
1979139,909,64.20,69.79
1976651,2104,47.50,48.75
1256041,704,6.00,4.75
229042,3302,11.20,7.00
6290361,2409,8.00,17.99
7531251,802,18.00,9.75
8004038,1203,7.88,4.75
1836008,102,3.17,2.47
5288648,1602,17.93,27.50
1596831,502,68.06,42.00
6777300,504,9.30,10.11
944024,3109,17.79,19.34
271498,2104,17.48,19.00
859581,8404,40.00,89.00
3997186,1104,11.79,17.64
9087645,4903,16.34,17.76
9709599,509,5.25,13.12
7070067,9304,17.50,39.00
6324232,203,15.25,10.48
1751565,309,18.75,7.99
8077347,203,14.34,9.75
8158772,1007,26.10,32.00
9537695,7907,88.00,56.25
6568976,502,10.50,10.00
7843737,7907,37.46,40.71
6867310,1502,29.31,31.86
1487102,7507,52.00,96.00
3479394,7507,10.75,12.50
3704419,302,29.33,17.25
9208508,2303,16.28,29.99
8569853,2409,19.00,49.00
1540427,2209,8.01,8.71
5699464,4007,36.00,19.75
3164094,2104,15.35,16.69
9684048,402,37.96,41.26
5609454,4504,34.97,38.01
5260548,4409,5.00,19.00
7900080,7507,38.00,95.00
1987928,1009,14.02,9.50
9354861,1202,21.60,14.50
3521585,209,18.14,19.72
1523726,1509,5.25,2.99
9414018,407,34.50,18.75
8541753,6803,10.91,11.86
2708477,1807,66.02,71.76
1732050,204,1.78,5.00
8730358,409,14.00,8.75
4157691,509,28.00,58.00
1746202,9503,21.60,12.50
9218439,3602,20.00,22.00
5253574,409,32.50,16.25
4879382,203,13.50,25.50
1592610,709,8.85,4.62
8236445,502,34.75,34.75
7589205,1909,26.00,14.99
8067559,8409,18.90,22.00
4451600,1904,14.86,16.16
4102694,1602,12.17,13.22
1820653,4209,10.75,49.00
2836518,107,31.50,69.00
2628194,504,29.60,25.84
4369237,302,34.58,39.99
2073044,107,16.33,9.99
2118049,402,95.27,103.55
8488836,102,9.03,9.82
8638003,502,27.61,30.01
6944045,204,16.36,10.00
7836029,307,52.00,27.50
4622566,407,27.09,19.75
4318665,2602,20.00,26.00
1943127,3003,2.40,3.00
5778544,2707,23.15,25.16
423622,402,29.75,14.87
5106018,303,12.00,24.99
8986440,8109,37.50,19.75
7759233,409,8.90,6.00
1937560,5903,14.30,8.00
7804238,203,15.75,9.68
8277025,209,19.00,11.00
2922103,809,28.50,78.00
6520892,304,6.90,24.00
4748058,1007,29.00,46.12
8409022,1202,20.00,24.50
5246131,703,16.00,11.60
8380718,8302,59.50,139.00
9027958,403,10.57,11.49
3594160,202,32.00,17.74
3099105,5203,13.18,38.00
7578744,609,8.80,14.00
3219968,7604,6.50,18.00
2097392,202,10.40,9.41
287669,409,15.75,21.00
5867616,2203,32.89,35.75
9947777,302,31.16,39.00
7108506,4403,36.00,19.75
698281,2203,8.00,9.50
7930199,1002,45.08,49.00
6117927,503,59.80,65.00
6402109,302,17.63,11.87
579967,2204,10.50,29.00
8678583,2609,12.38,13.75
7080202,402,22.00,55.00
2662269,7202,10.98,11.94
6652420,403,16.79,12.00
9297519,409,47.00,99.00
4809295,4604,22.53,24.49
1936153,8402,212.00,107.00
9587268,603,15.54,8.50
93028,209,17.78,20.00
332205,204,14.45,15.70
1891148,1807,7.50,25.00
1896715,1007,20.00,13.75
5647689,9103,328.00,447.50
2898428,3007,62.50,31.25
1463366,509,24.30,23.00
1688391,3302,56.00,112.00
2186464,9304,26.10,28.37
8666980,2109,55.00,49.99
4327923,102,18.00,11.25
5006016,409,20.75,37.35
5258283,303,12.17,13.22
1448152,1203,40.50,44.50
7458430,309,15.33,36.50
5221394,304,16.21,17.61
8899528,802,7.00,4.75
9248434,407,10.75,12.50
3427699,603,9.00,3.74
6091110,2303,10.82,13.26
516730,1607,25.00,17.25
7200941,107,14.00,14.63
2173799,204,39.75,19.88
606740,802,32.90,35.76
4079099,809,9.00,9.99
924324,302,27.28,29.65
5029771,2007,5.00,10.00
9084646,3609,39.00,40.00
1903769,1104,48.75,24.37
887904,2007,36.00,49.99
9568567,2502,4.50,7.49
9068414,209,44.75,44.75
1458817,2809,5.00,7.49
6284813,504,31.50,25.68
4740022,4907,11.90,36.00
6585,507,19.42,21.11
5069209,302,9.00,11.00
6397091,707,17.94,11.00
5088459,1202,26.50,59.00
1163032,1103,6.31,6.85
3973999,703,14.00,9.75
2696689,703,1.58,0.93
2556107,2409,108.00,70.75
3153713,204,22.08,14.00
6039600,409,45.08,49.00
6829971,9103,34.20,58.50
554761,209,14.30,11.00
2029261,7302,34.37,39.99
6689654,407,17.18,18.67
4559064,4102,56.42,61.33
4353289,302,9.31,20.00
1210586,707,40.00,24.75
1156996,6102,18.00,9.37
4896836,609,16.04,5.99
5681171,502,28.66,31.16
4688043,707,6.00,1.99
3849180,1609,13.65,24.37
1037744,1709,33.57,36.49
7296253,107,28.00,14.50
208404,6102,41.05,44.62
2467708,302,16.50,21.00
947734,8402,29.75,29.75
9209669,1207,14.40,38.00
416259,1003,35.41,38.49
2987111,402,37.25,39.25
3227226,204,3.84,5.00
2418747,1509,10.40,13.00
7473255,203,17.00,12.00
9436305,307,27.76,14.17
1228898,204,25.50,42.88
2147779,9103,15.75,9.50
1780092,704,5.40,39.50
1637899,302,16.76,18.22
6287097,1003,12.50,9.89
83116,204,7.85,6.25
6267378,204,5.75,6.46
3236484,907,5.75,3.24
7936050,1403,27.00,26.46
3569158,2602,22.50,75.00
829624,709,7.60,19.00
383530,2109,34.75,17.37
218131,503,9.00,6.25
4631639,3807,9.25,8.00
1301473,302,20.50,18.75
9437916,203,27.40,29.78
9786822,204,4.20,2.46
9317053,903,40.37,25.58
9127041,409,18.70,14.99
6898121,1003,11.20,14.00
696689,204,3.40,2.02
4218009,409,15.75,35.00
8902485,809,5.53,6.01
5047818,707,12.50,8.50
4788188,209,21.94,23.85
6781418,3802,11.49,12.48
